name,tm_id,season,league,apps,minutes,atk_goals,atk_xg,atk_goals_vs_xg,atk_shots,atk_shots_on_target,def_tackles,def_interceptions,def_possession_won,def_blocks,def_clearances,def_ground_duels_total,def_ground_duels_won,def_aerial_duels_total,def_aerial_duels_won,pass_total,pass_open_play_total,pass_final_third,pass_crosses,pass_long_total,pass_through_balls,carry_all_carries,carry_progressive,carry_distance_m,carry_prog_distance_m,carry_lead_to_shot,carry_lead_to_goal,carry_lead_to_chance,carry_lead_to_assist,gk_goals_conceded,gk_saves,gk_xgot_conceded,gk_goals_prevented,atk_conversion_pct,atk_xg_per_shot,def_ground_duels_pct,def_aerial_duels_pct,pass_accuracy_pct,pass_open_play_pct,pass_long_pct,carry_avg_distance_m,carry_prog_avg_distance_m,gk_save_pct,row_id,team_id,pass_long_successful,gk_goals_prevented_rate,norm_name,source,analyst_player_id,atk_goals_per90,atk_xg_per90,atk_shots_per90,atk_shots_on_target_per90,def_tackles_per90,def_interceptions_per90,def_possession_won_per90,def_blocks_per90,def_clearances_per90,def_ground_duels_total_per90,def_ground_duels_won_per90,def_aerial_duels_total_per90,def_aerial_duels_won_per90,pass_total_per90,pass_open_play_total_per90,pass_final_third_per90,pass_crosses_per90,pass_long_total_per90,pass_through_balls_per90,carry_all_carries_per90,carry_progressive_per90,carry_distance_m_per90,carry_prog_distance_m_per90,carry_lead_to_shot_per90,carry_lead_to_goal_per90,carry_lead_to_chance_per90,carry_lead_to_assist_per90,gk_goals_conceded_per90,gk_saves_per90,gk_xgot_conceded_per90,gk_goals_prevented_per90,sofascore_id,stat_bigChancesCreated,stat_bigChancesMissed,stat_keyPasses,stat_penaltiesTaken,stat_offsides,stat_km_per90,stat_sprints_per90,stat_topSpeed,stat_bigChancesCreated_per90,stat_bigChancesMissed_per90,stat_keyPasses_per90
Martijn Kaars,377729.0,2025/2026,Bundesliga,29,1345,3.0,3.58,-0.58,24.0,10.0,7.0,0.0,29.0,0.0,7.0,62.0,18.0,51.0,13.0,331.0,134.0,261.0,101.0,16.0,1.0,85.0,51.0,1086.3,649.6,7.0,1.0,2.0,1.0,,,,,12.5,0.15,29.0,25.5,78.8,75.4,12.5,12.8,12.7,,80530,85jtaw5dcxxx1yp8te6axh3p8,2.0,,,,,0.2,0.24,1.61,0.67,0.47,0.0,1.94,0.0,0.47,4.15,1.2,3.41,0.87,22.15,8.97,17.46,6.76,1.07,0.07,5.69,3.41,72.69,43.47,0.47,0.07,0.13,0.07,,,,,861850,3.0,4.0,10.0,1.0,4.0,11.4,30.4,34.8,0.2,0.27,0.67
Aitor Ruibal,378139.0,2025/2026,"La Liga, Europa League",37,2398,5.0,4.8,0.2,35.0,15.0,69.0,27.0,128.0,3.0,59.0,235.0,113.0,28.0,11.0,976.0,310.0,798.0,212.0,40.0,4.0,190.0,111.0,1927.5,1032.3,6.0,1.0,7.0,0.0,,,,,15.85,0.15,48.11,38.65,81.92,68.97,27.56,10.17,9.28,,79116,ah8dala7suqqkj04n2l8xz4zd,9.0,,,,,0.19,0.18,1.31,0.56,2.59,1.01,4.8,0.11,2.21,8.82,4.24,1.05,0.41,36.63,11.63,29.95,7.96,1.5,0.15,7.13,4.17,72.34,38.74,0.23,0.04,0.26,0.0,,,,,893062,5.0,3.0,28.0,0.0,1.0,9.63,20.7,35.89,0.19,0.11,1.05
Yangel Herrera,378293.0,2025/2026,La Liga,14,638,0.0,0.4,-0.4,6.0,1.0,12.0,2.0,25.0,5.0,22.0,72.0,37.0,41.0,26.0,280.0,75.0,221.0,51.0,2.0,1.0,65.0,30.0,681.9,247.8,1.0,0.0,0.0,0.0,,,,,0.0,0.07,51.4,63.4,78.9,68.0,50.0,10.5,8.3,,79389,63f5h8t5e9qm1fqmvfkb23ghh,1.0,,,,,0.0,0.06,0.85,0.14,1.69,0.28,3.53,0.71,3.1,10.16,5.22,5.78,3.67,39.5,10.58,31.18,7.19,0.28,0.14,9.17,4.23,96.19,34.96,0.14,0.0,0.0,0.0,,,,,839585,0.0,1.0,2.0,0.0,2.0,10.76,8.6,32.43,0.0,0.14,0.28
Yangel Herrera,378293.0,2026/2027,La Liga,6,382,1.0,0.15,0.85,4.0,2.0,9.0,1.0,16.0,1.0,3.0,40.0,20.0,13.0,5.0,226.0,44.0,198.0,36.0,0.0,2.0,65.0,20.0,600.7,173.4,0.0,0.0,1.0,0.0,,,,,25.0,0.04,50.0,38.5,87.6,81.8,0.0,9.2,8.7,,178948265400625,63f5h8t5e9qm1fqmvfkb23ghh,0.0,,,,,0.24,0.04,0.94,0.47,2.12,0.24,3.77,0.24,0.71,9.42,4.71,3.06,1.18,53.25,10.37,46.65,8.48,0.0,0.47,15.31,4.71,141.53,40.85,0.0,0.0,0.24,0.0,,,,,839585,1.0,0.0,1.0,0.0,0.0,10.76,4.2,31.74,0.24,0.0,0.24
Richarlison,378710.0,2025/2026,"Premier League, Champions League",39,2438,12.0,11.55,0.45,73.0,31.0,32.0,5.0,67.0,3.0,59.0,190.0,84.0,199.0,85.0,385.0,192.0,240.0,114.0,20.0,2.0,115.0,61.0,1202.6,538.3,10.0,0.0,2.0,1.0,,,,,16.12,0.16,44.17,44.16,62.32,59.13,9.86,10.42,8.7,,78420,22doj4sgsocqpxw45h607udje,0.0,,,,,0.44,0.43,2.69,1.14,1.18,0.18,2.47,0.11,2.18,7.01,3.1,7.35,3.14,14.21,7.09,8.86,4.21,0.74,0.07,4.25,2.25,44.39,19.87,0.37,0.0,0.07,0.04,,,,,840217,5.0,15.0,23.0,1.0,13.0,10.38,18.06,34.61,0.18,0.55,0.85
Marius Marin,379163.0,2025/2026,Serie A,23,1287,0.0,0.12,-0.12,3.0,0.0,45.0,13.0,69.0,4.0,23.0,133.0,65.0,16.0,8.0,447.0,140.0,345.0,93.0,18.0,4.0,78.0,41.0,868.2,425.0,0.0,0.0,0.0,0.0,,,,,0.0,0.04,48.9,50.0,77.2,66.4,5.6,11.1,10.4,,80174,bfztlrr6176xsdt2bmp0u1d2d,1.0,,,,,0.0,0.01,0.21,0.0,3.15,0.91,4.83,0.28,1.61,9.3,4.55,1.12,0.56,31.26,9.79,24.13,6.5,1.26,0.28,5.45,2.87,60.71,29.72,0.0,0.0,0.0,0.0,,,,,797596,0.0,0.0,2.0,0.0,0.0,10.97,18.3,34.95,0.0,0.0,0.14
Luis Henrique,379877.0,2025/2026,"Serie A, Champions League",37,1985,1.0,1.27,-0.27,20.0,7.0,22.0,8.0,118.0,1.0,18.0,67.0,41.0,7.0,5.0,1020.0,383.0,886.0,331.0,57.0,1.0,294.0,152.0,3407.1,1449.1,4.0,0.0,14.0,2.0,,,,,5.45,0.06,61.23,68.07,86.82,86.35,27.62,11.53,9.46,,80017,3vo5mpj7catp66nrwwqiuhuup,11.0,,,,,0.05,0.06,0.91,0.32,1.0,0.36,5.35,0.05,0.82,3.04,1.86,0.32,0.23,46.25,17.37,40.17,15.01,2.58,0.05,13.33,6.89,154.48,65.7,0.18,0.0,0.63,0.09,,,,,977679,6.0,2.0,27.0,0.0,1.0,9.98,15.71,35.62,0.27,0.09,1.22
Santi Comesaña,380598.0,2025/2026,"La Liga, Champions League",42,3017,4.0,5.65,-1.65,36.0,10.0,52.0,32.0,155.0,17.0,62.0,233.0,103.0,92.0,41.0,1453.0,452.0,1203.0,334.0,16.0,16.0,286.0,163.0,3020.4,1635.1,2.0,0.0,7.0,2.0,,,,,11.11,0.15,44.24,45.46,82.7,73.9,10.64,10.56,10.12,,79109,74mcjsm72vr3l9pw2i4qfjchj,2.0,,,,,0.12,0.17,1.07,0.3,1.55,0.95,4.62,0.51,1.85,6.95,3.07,2.74,1.22,43.34,13.48,35.89,9.96,0.48,0.48,8.53,4.86,90.1,48.78,0.06,0.0,0.21,0.06,,,,,843678,5.0,5.0,32.0,0.0,3.0,11.31,15.54,34.82,0.15,0.15,0.95
Santi Comesaña,380598.0,2026/2027,"La Liga, Champions League",6,410,0.0,0.59,-0.59,2.0,2.0,12.0,8.0,19.0,2.0,8.0,36.0,17.0,9.0,3.0,292.0,79.0,257.0,61.0,0.0,1.0,51.0,26.0,461.4,195.9,0.0,0.0,0.0,0.0,,,,,0.0,0.45,47.99,16.46,88.02,74.35,0.0,8.94,4.13,,178948265400523,74mcjsm72vr3l9pw2i4qfjchj,0.0,,,,,0.0,0.13,0.44,0.44,2.63,1.76,4.17,0.44,1.76,7.9,3.73,1.98,0.66,64.1,17.34,56.41,13.39,0.0,0.22,11.2,5.71,101.28,43.0,0.0,0.0,0.0,0.0,,,,,843678,0.0,1.0,3.0,0.0,3.0,11.52,9.3,35.07,0.0,0.22,0.66
Egil Selvik,380744.0,2026/2027,Ligue 1,4,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,12.0,5.5,-0.5,,,,,,,,,,66.7,178948265602349,3adj8hkws0z1al232bg2h6tk0,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,3.0,1.38,-0.12,798176,0.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,0.25
Ilia Gruev,381753.0,2025/2026,Premier League,23,1322,0.0,0.47,-0.47,7.0,1.0,24.0,15.0,51.0,6.0,19.0,79.0,38.0,34.0,14.0,584.0,99.0,523.0,80.0,4.0,1.0,71.0,24.0,633.3,94.1,1.0,0.0,2.0,2.0,,,,,0.0,0.07,48.1,41.2,89.5,80.8,0.0,8.9,3.9,,78732,48gk2hpqtsl6p9sx9kjhaydq4,0.0,,,,,0.0,0.03,0.48,0.07,1.63,1.02,3.47,0.41,1.29,5.38,2.59,2.31,0.95,39.76,6.74,35.61,5.45,0.27,0.07,4.83,1.63,43.11,6.41,0.07,0.0,0.14,0.14,,,,,911679,2.0,1.0,11.0,0.0,0.0,11.36,16.2,33.6,0.14,0.07,0.75
Alexis Saelemaekers,381950.0,2025/2026,Serie A,35,2797,3.0,3.45,-0.45,43.0,11.0,73.0,28.0,160.0,4.0,22.0,315.0,186.0,22.0,10.0,1326.0,496.0,1112.0,370.0,82.0,9.0,525.0,233.0,5459.4,1742.5,13.0,1.0,19.0,3.0,,,,,6.98,0.08,59.0,45.5,83.9,74.6,25.6,10.4,7.5,,79817,9dntj5dioj5ex52yrgwzxrq9l,21.0,,,,,0.1,0.11,1.38,0.35,2.35,0.9,5.15,0.13,0.71,10.14,5.98,0.71,0.32,42.67,15.96,35.78,11.91,2.64,0.29,16.89,7.5,175.67,56.07,0.42,0.03,0.61,0.1,,,,,901891,5.0,2.0,26.0,0.0,0.0,,,,0.16,0.06,0.84
Albert Sambi Lokonga,381967.0,2025/2026,Bundesliga,26,1712,5.0,2.05,2.95,19.0,11.0,31.0,14.0,61.0,12.0,20.0,124.0,66.0,37.0,22.0,764.0,183.0,670.0,145.0,11.0,4.0,181.0,90.0,1868.2,783.8,4.0,0.0,5.0,0.0,,,,,26.32,0.11,53.2,59.5,87.7,79.2,45.5,10.3,8.7,,80590,75xi6hloabmnjn2kzgj1g8h1s,5.0,,,,,0.26,0.11,1.0,0.58,1.63,0.74,3.21,0.63,1.05,6.52,3.47,1.95,1.16,40.16,9.62,35.22,7.62,0.58,0.21,9.52,4.73,98.21,41.2,0.21,0.0,0.26,0.0,,,,,901892,0.0,0.0,25.0,0.0,0.0,10.98,9.7,32.5,0.0,0.0,1.31
Cédric Zesiger,382478.0,2025/2026,Bundesliga,27,1812,0.0,0.8,-0.8,12.0,3.0,34.0,18.0,64.0,18.0,117.0,96.0,52.0,62.0,35.0,943.0,217.0,770.0,150.0,33.0,1.0,169.0,95.0,1759.4,981.3,1.0,0.0,3.0,0.0,,,,,0.0,0.07,54.2,56.5,81.7,69.1,30.3,10.4,10.3,,80705,ex3psl8e3ajeypwjy4xfltpx6,10.0,,,,,0.0,0.04,0.6,0.15,1.69,0.89,3.18,0.89,5.81,4.77,2.58,3.08,1.74,46.84,10.78,38.25,7.45,1.64,0.05,8.39,4.72,87.39,48.74,0.05,0.0,0.15,0.0,,,,,798926,1.0,4.0,8.0,0.0,0.0,10.03,14.9,35.07,0.05,0.2,0.4
Alexis Claude-Maurice,384593.0,2025/2026,Bundesliga,29,2107,5.0,6.89,-1.89,71.0,26.0,41.0,8.0,95.0,1.0,12.0,252.0,126.0,54.0,18.0,731.0,259.0,617.0,196.0,13.0,2.0,296.0,151.0,3496.0,1707.6,36.0,2.0,6.0,2.0,,,,,7.04,0.1,50.0,33.3,84.4,75.7,15.4,11.8,11.3,,80474,ex3psl8e3ajeypwjy4xfltpx6,2.0,,,,,0.21,0.29,3.03,1.11,1.75,0.34,4.06,0.04,0.51,10.76,5.38,2.31,0.77,31.22,11.06,26.36,8.37,0.56,0.09,12.64,6.45,149.33,72.94,1.54,0.09,0.26,0.09,,,,,822877,5.0,5.0,33.0,2.0,1.0,10.65,12.5,35.38,0.21,0.21,1.41
Fabien Centonze,384859.0,2025/2026,Ligue 1,15,733,3.0,1.35,1.65,8.0,3.0,31.0,23.0,25.0,2.0,32.0,75.0,43.0,21.0,10.0,199.0,68.0,151.0,48.0,27.0,0.0,56.0,40.0,819.7,420.3,1.0,1.0,2.0,0.0,,,,,37.5,0.17,57.3,47.6,75.9,70.6,37.0,14.6,10.5,,81182,750ustvk4jfqmo8q4gnrcxy7z,10.0,,,,,0.37,0.17,0.98,0.37,3.81,2.82,3.07,0.25,3.93,9.21,5.28,2.58,1.23,24.43,8.35,18.54,5.89,3.32,0.0,6.88,4.91,100.65,51.61,0.12,0.12,0.25,0.0,,,,,802034,1.0,0.0,4.0,0.0,1.0,8.65,14.1,34.42,0.12,0.0,0.49
Gabriel Suazo,385105.0,2025/2026,La Liga,29,2096,0.0,0.47,-0.47,5.0,2.0,86.0,30.0,111.0,5.0,47.0,201.0,115.0,35.0,13.0,1026.0,330.0,855.0,241.0,52.0,3.0,215.0,122.0,2145.6,1081.7,1.0,0.0,6.0,0.0,,,,,0.0,0.09,57.2,37.1,83.3,73.0,30.8,10.0,8.9,,79375,10eyb18v5puw4ez03ocaug09m,16.0,,,,,0.0,0.02,0.21,0.09,3.69,1.29,4.77,0.21,2.02,8.63,4.94,1.5,0.56,44.06,14.17,36.71,10.35,2.23,0.13,9.23,5.24,92.13,46.45,0.04,0.0,0.26,0.0,,,,,818986,5.0,0.0,36.0,0.0,2.0,10.19,19.9,34.91,0.21,0.0,1.55
Gabriel Suazo,385105.0,2026/2027,La Liga,5,450,0.0,0.01,-0.01,1.0,0.0,13.0,3.0,21.0,1.0,14.0,37.0,19.0,14.0,9.0,200.0,71.0,161.0,57.0,12.0,0.0,33.0,22.0,353.3,224.8,0.0,0.0,1.0,0.0,,,,,0.0,0.01,51.4,64.3,80.5,80.3,25.0,10.7,10.2,,178948265400765,10eyb18v5puw4ez03ocaug09m,3.0,,,,,0.0,0.0,0.2,0.0,2.6,0.6,4.2,0.2,2.8,7.4,3.8,2.8,1.8,40.0,14.2,32.2,11.4,2.4,0.0,6.6,4.4,70.66,44.96,0.0,0.0,0.2,0.0,,,,,818986,0.0,0.0,7.0,0.0,0.0,9.8,10.2,31.28,0.0,0.0,1.4
Alberto Dossena,385394.0,2025/2026,Serie A,12,856,0.0,0.77,-0.77,6.0,2.0,16.0,9.0,29.0,9.0,42.0,42.0,25.0,29.0,18.0,458.0,50.0,409.0,25.0,0.0,0.0,80.0,52.0,834.8,541.5,0.0,0.0,1.0,0.0,,,,,0.0,0.13,59.5,62.1,89.3,50.0,0.0,10.4,10.4,,80038,5rwlg5cfv1hu7yf0ek1zxpzy3,0.0,,,,,0.0,0.08,0.63,0.21,1.68,0.95,3.05,0.95,4.42,4.42,2.63,3.05,1.89,48.15,5.26,43.0,2.63,0.0,0.0,8.41,5.47,87.77,56.93,0.0,0.0,0.11,0.0,,,,,870211,2.0,0.0,5.0,0.0,0.0,,,,0.21,0.0,0.53
Axel Disasi,386047.0,2025/2026,Premier League,14,1255,0.0,1.02,-1.02,5.0,3.0,14.0,13.0,32.0,12.0,49.0,29.0,20.0,31.0,18.0,566.0,65.0,490.0,37.0,0.0,0.0,110.0,54.0,1158.3,623.4,1.0,0.0,0.0,0.0,,,,,0.0,0.2,69.0,58.1,86.6,56.9,0.0,10.5,11.5,,78664,4txjdaqveermfryvbfrr4taf7,0.0,,,,,0.0,0.07,0.36,0.22,1.0,0.93,2.29,0.86,3.51,2.08,1.43,2.22,1.29,40.59,4.66,35.14,2.65,0.0,0.0,7.89,3.87,83.07,44.71,0.07,0.0,0.0,0.0,,,,,827243,0.0,1.0,1.0,0.0,1.0,8.34,9.8,33.98,0.0,0.07,0.07
Alessandro Buongiorno,386446.0,2025/2026,"Serie A, Champions League",40,3117,0.0,1.69,-1.69,13.0,5.0,45.0,49.0,142.0,16.0,128.0,160.0,77.0,140.0,91.0,2282.0,293.0,2073.0,221.0,6.0,3.0,466.0,220.0,4446.7,2096.7,0.0,0.0,0.0,0.0,,,,,0.0,0.16,48.21,64.97,90.87,75.38,26.91,9.52,9.48,,79953,gi0l1habji5hpgar77dl5jqe,2.0,,,,,0.0,0.05,0.38,0.14,1.3,1.41,4.1,0.46,3.7,4.62,2.22,4.04,2.63,65.89,8.46,59.86,6.38,0.17,0.09,13.46,6.35,128.39,60.54,0.0,0.0,0.0,0.0,,,,,870263,2.0,1.0,7.0,0.0,1.0,10.56,5.7,31.75,0.06,0.03,0.2
Riccardo Sottil,386455.0,2025/2026,Serie A,21,1073,1.0,0.67,0.33,20.0,3.0,4.0,2.0,38.0,0.0,5.0,103.0,44.0,15.0,3.0,250.0,146.0,206.0,118.0,49.0,0.0,169.0,95.0,2365.8,1306.3,7.0,1.0,7.0,1.0,,,,,5.0,0.03,42.7,20.0,82.4,80.8,24.5,14.0,13.8,,80057,bi1fxjrncd0ram0oi7ja1jyuo,12.0,,,,,0.08,0.06,1.68,0.25,0.34,0.17,3.19,0.0,0.42,8.64,3.69,1.26,0.25,20.97,12.25,17.28,9.9,4.11,0.0,14.18,7.97,198.44,109.57,0.59,0.08,0.59,0.08,,,,,893640,2.0,0.0,15.0,0.0,1.0,,,,0.17,0.0,1.26
Lassana Coulibaly,386552.0,2025/2026,Serie A,33,2695,3.0,2.8,0.2,28.0,8.0,48.0,8.0,138.0,6.0,31.0,228.0,124.0,73.0,35.0,781.0,279.0,640.0,209.0,18.0,1.0,226.0,101.0,2514.9,824.3,3.0,0.0,6.0,0.0,,,,,10.71,0.1,54.4,47.9,82.0,74.9,11.1,11.1,8.2,,79841,bi1fxjrncd0ram0oi7ja1jyuo,2.0,,,,,0.1,0.09,0.94,0.27,1.6,0.27,4.61,0.2,1.04,7.61,4.14,2.44,1.17,26.08,9.32,21.37,6.98,0.6,0.03,7.55,3.37,83.99,27.53,0.1,0.0,0.2,0.0,,,,,804621,2.0,3.0,12.0,0.0,0.0,,,,0.07,0.1,0.4
Lassana Coulibaly,386552.0,2026/2027,Serie A,4,360,2.0,0.98,1.02,5.0,3.0,7.0,3.0,24.0,0.0,3.0,36.0,19.0,7.0,5.0,155.0,34.0,129.0,25.0,0.0,0.0,50.0,19.0,605.8,150.4,0.0,0.0,1.0,0.0,,,,,40.0,0.2,52.8,71.4,83.2,73.5,0.0,12.1,7.9,,178948265501018,bi1fxjrncd0ram0oi7ja1jyuo,0.0,,,,,0.5,0.24,1.25,0.75,1.75,0.75,6.0,0.0,0.75,9.0,4.75,1.75,1.25,38.75,8.5,32.25,6.25,0.0,0.0,12.5,4.75,151.45,37.6,0.0,0.0,0.25,0.0,,,,,804621,0.0,1.0,5.0,0.0,0.0,10.81,3.5,29.78,0.0,0.25,1.25
Danilho Doekhi,387047.0,2025/2026,Bundesliga,34,3060,5.0,4.25,0.75,46.0,11.0,44.0,40.0,106.0,24.0,189.0,108.0,61.0,237.0,156.0,1258.0,263.0,973.0,129.0,6.0,0.0,259.0,130.0,2554.9,1145.7,1.0,0.0,0.0,0.0,,,,,10.87,0.09,56.5,65.8,77.3,49.0,16.7,9.9,8.8,,80513,a8d2gb2nag8fy0itbuxmcibh2,1.0,,,,,0.15,0.12,1.35,0.32,1.29,1.18,3.12,0.71,5.56,3.18,1.79,6.97,4.59,37.0,7.74,28.62,3.79,0.18,0.0,7.62,3.82,75.14,33.7,0.03,0.0,0.0,0.0,,,,,830803,0.0,4.0,8.0,0.0,1.0,9.31,6.9,33.7,0.0,0.12,0.24
Danilho Doekhi,387047.0,2026/2027,Serie A,3,270,0.0,0.9,-0.9,3.0,0.0,2.0,2.0,8.0,3.0,16.0,9.0,5.0,9.0,5.0,131.0,3.0,124.0,3.0,1.0,0.0,26.0,9.0,178.9,70.0,0.0,0.0,0.0,0.0,,,,,0.0,0.3,55.6,55.6,94.7,100.0,100.0,6.9,7.8,,178948265501026,btcy9nra9ak4m22ovr2ia6m5v,1.0,,,,,0.0,0.3,1.0,0.0,0.67,0.67,2.67,1.0,5.33,3.0,1.67,3.0,1.67,43.67,1.0,41.33,1.0,0.33,0.0,8.67,3.0,59.63,23.33,0.0,0.0,0.0,0.0,,,,,830803,0.0,2.0,2.0,0.0,0.0,6.11,2.3,29.9,0.0,0.67,0.67
Lovro Majer,387106.0,2025/2026,Bundesliga,28,1373,2.0,3.09,-1.09,27.0,7.0,26.0,9.0,72.0,1.0,19.0,136.0,59.0,33.0,12.0,534.0,209.0,438.0,155.0,20.0,8.0,210.0,95.0,2084.4,722.6,8.0,0.0,5.0,2.0,,,,,7.41,0.11,43.4,36.4,82.0,74.2,20.0,9.9,7.6,,80547,a8l3w3n0j99qjlsxj3jnmgkz1,4.0,,,,,0.13,0.2,1.77,0.46,1.7,0.59,4.72,0.07,1.25,8.91,3.87,2.16,0.79,35.0,13.7,28.71,10.16,1.31,0.52,13.77,6.23,136.63,47.37,0.52,0.0,0.33,0.13,,,,,841947,4.0,5.0,22.0,0.0,4.0,11.88,21.2,34.13,0.26,0.33,1.44
Leon Bailey,387626.0,2025/2026,"Premier League, Serie A, Europa League",28,732,1.0,1.65,-0.65,16.0,4.0,13.0,3.0,44.0,0.0,5.0,91.0,31.0,20.0,9.0,231.0,135.0,180.0,106.0,20.0,2.0,119.0,72.0,1533.2,865.3,8.0,0.0,3.0,2.0,,,,,2.68,0.08,34.15,44.3,77.92,78.55,16.19,12.75,11.88,,78727,b496gs285it6bheuikox6z9mj,2.0,,,,,0.12,0.2,1.97,0.49,1.6,0.37,5.41,0.0,0.61,11.19,3.81,2.46,1.11,28.4,16.6,22.13,13.03,2.46,0.25,14.63,8.85,188.51,106.39,0.98,0.0,0.37,0.25,,,,,808590,2.0,2.0,18.0,0.0,4.0,8.72,16.56,34.1,0.25,0.25,2.21
Yoane Wissa,388165.0,2025/2026,"Premier League, Champions League",23,622,2.0,3.87,-1.87,15.0,6.0,5.0,1.0,16.0,1.0,2.0,38.0,11.0,42.0,18.0,112.0,56.0,77.0,34.0,2.0,1.0,23.0,13.0,258.3,111.0,1.0,0.0,0.0,0.0,,,,,14.56,0.26,29.06,42.9,68.81,60.65,0.0,10.8,8.36,,78490,7vn2i2kd35zuetw6b38gw9jsz,0.0,,,,,0.29,0.56,2.17,0.87,0.72,0.14,2.32,0.14,0.29,5.5,1.59,6.08,2.6,16.21,8.1,11.14,4.92,0.29,0.14,3.33,1.88,37.37,16.06,0.14,0.0,0.0,0.0,,,,,805123,2.0,7.0,5.0,0.0,5.0,11.09,27.13,33.33,0.29,1.01,0.72
Yoane Wissa,388165.0,2026/2027,Premier League,4,351,1.0,1.5,-0.5,7.0,2.0,6.0,0.0,12.0,0.0,4.0,39.0,20.0,22.0,7.0,64.0,20.0,44.0,13.0,1.0,1.0,29.0,21.0,505.1,379.9,1.0,0.0,1.0,1.0,,,,,14.29,0.21,51.3,31.8,68.8,65.0,100.0,17.4,18.1,,178948265300016,7vn2i2kd35zuetw6b38gw9jsz,1.0,,,,,0.26,0.38,1.79,0.51,1.54,0.0,3.08,0.0,1.03,10.0,5.13,5.64,1.79,16.41,5.13,11.28,3.33,0.26,0.26,7.44,5.38,129.51,97.41,0.26,0.0,0.26,0.26,,,,,805123,1.0,3.0,4.0,0.0,2.0,10.14,13.8,33.72,0.26,0.77,1.03
Nico Schlotterbeck,388198.0,2025/2026,"Bundesliga, Champions League",35,3080,5.0,4.01,0.99,35.0,10.0,67.0,38.0,184.0,15.0,143.0,192.0,119.0,117.0,74.0,2487.0,587.0,2204.0,442.0,26.0,4.0,525.0,316.0,5216.8,3241.8,2.0,0.0,3.0,0.0,,,,,12.78,0.11,61.85,63.59,88.61,75.25,23.81,9.92,10.21,,80525,dt4pinj0vw0t0cvz7za6mhmzy,5.0,,,,,0.15,0.12,1.02,0.29,1.96,1.11,5.38,0.44,4.18,5.61,3.48,3.42,2.16,72.67,17.15,64.4,12.92,0.76,0.12,15.34,9.23,152.44,94.73,0.06,0.0,0.09,0.0,,,,,940871,1.0,2.0,13.0,0.0,1.0,10.3,11.58,35.08,0.03,0.06,0.38
Omar Haktab Traoré,388294.0,2025/2026,Bundesliga,26,1500,0.0,0.43,-0.43,10.0,2.0,24.0,14.0,62.0,1.0,27.0,108.0,55.0,34.0,11.0,566.0,185.0,436.0,118.0,37.0,0.0,144.0,85.0,1843.6,984.5,2.0,0.0,1.0,0.0,,,,,0.0,0.04,50.9,32.4,77.0,63.8,10.8,12.8,11.6,,80765,3xcg7xikgrn2x8oa65sopb2is,4.0,,,,,0.0,0.03,0.6,0.12,1.44,0.84,3.72,0.06,1.62,6.48,3.3,2.04,0.66,33.96,11.1,26.16,7.08,2.22,0.0,8.64,5.1,110.62,59.07,0.12,0.0,0.06,0.0,,,,,920022,3.0,1.0,13.0,0.0,2.0,10.07,16.7,35.57,0.18,0.06,0.78
Philipp Sander,388409.0,2025/2026,Bundesliga,30,2454,2.0,1.56,0.44,25.0,8.0,65.0,50.0,159.0,8.0,104.0,147.0,84.0,88.0,57.0,1418.0,234.0,1221.0,174.0,28.0,3.0,410.0,164.0,4372.9,1215.8,1.0,0.0,2.0,0.0,,,,,8.0,0.06,57.1,64.8,86.1,74.4,39.3,10.7,7.4,,80622,go76xxm0xyfgqt1h6tcrtimm,11.0,,,,,0.07,0.06,0.92,0.29,2.38,1.83,5.83,0.29,3.81,5.39,3.08,3.23,2.09,52.0,8.58,44.78,6.38,1.03,0.11,15.04,6.01,160.38,44.59,0.04,0.0,0.07,0.0,,,,,939880,0.0,1.0,11.0,0.0,0.0,9.94,10.7,35.11,0.0,0.04,0.4
Philipp Sander,388409.0,2026/2027,Bundesliga,3,270,0.0,0.17,-0.17,4.0,0.0,8.0,4.0,17.0,1.0,3.0,28.0,9.0,6.0,3.0,159.0,40.0,142.0,31.0,6.0,0.0,36.0,12.0,391.4,179.2,0.0,0.0,0.0,0.0,,,,,0.0,0.04,32.1,50.0,89.3,77.5,33.3,10.9,14.9,,178948265601657,go76xxm0xyfgqt1h6tcrtimm,2.0,,,,,0.0,0.06,1.33,0.0,2.67,1.33,5.67,0.33,1.0,9.33,3.0,2.0,1.0,53.0,13.33,47.33,10.33,2.0,0.0,12.0,4.0,130.47,59.73,0.0,0.0,0.0,0.0,,,,,939880,1.0,0.0,3.0,0.0,0.0,11.11,12.3,32.18,0.33,0.0,1.0
