analyst_name,best_tm_id,best_method,fuzzy_score,reep_id,fotmob_id,sofascore_id,fbref_id,understat_id
"Arouna Sangante",768380,reep,,reep_p556a9145,1244272,1035988,,
"Arran Kerr",1475543,manual,,,,,,
"Arsen Zakharyan",555143,reep,,reep_ped9585b2,1175610,1066045,7f14ec2a,
"Arsène Kouassi",1088199,reep,,reep_pb0a66ecd,1640832,1855502,,
"Artak Dashyan",106984,reep,,reep_pd51f5da7,,583996,babae098,
"Artem Avanesyan",461705,manual,,,,,,
"Artem Bondarenko",537854,reep,,reep_p3448acbc,,958923,415568b5,
"Artem Dovbyk",343537,reep,,reep_pca8f9513,655696,798820,5b847bb0,
"Artem Smoliakov",962090,fuzzy,93.3333,,,,,
"Artemijus Tutyskinas",647701,reep,,reep_pc243b1a3,,1124209,,
Arthur,517518,reep,,reep_p8718f6ee,,,,
"Arthur Atta",855308,reep,,reep_p83616e10,1428426,1444690,,
"Arthur Avom",1074628,reep,,reep_pe3b45aa2,1565010,1465307,,
"Arthur Chaves",875332,reep,,reep_pee2e1013,1355636,1122806,,
"Arthur Masuaku",181380,reep,,reep_p9b12bba2,418137,174975,57df7a11,1760
"Arthur Okonkwo",503769,reep,,reep_p3bd27e9b,,1109561,75834acc,9909
"Arthur Read",458187,reep,,reep_p5cb1d8ba,,864439,60f00734,
"Arthur Theate",368891,reep,,reep_p7fd33746,,965778,df8d6029,
"Arthur Vermeeren",926694,reep,,reep_p89bf9505,,1149127,722494dc,
"Arttu Heinonen",511780,reep,,reep_p808e0331,,,,
"Arttu Lötjönen",660581,reep,,reep_pc9711c91,,,,
Artur,440658,reep,,reep_pcb86f762,,841128,105132cd,
"Artur Dolznikov",430540,reep,,reep_p27cc7b8c,,921289,,
"Artur Gajdos",641657,reep,,reep_p082e61e4,,1087830,,
"Artur Jedrzejczyk",42401,reep,,reep_p996d24e9,,54429,d1943c8b,
"Arturo Calabresi",240897,reep,,reep_pfbf02360,583659,284367,34bb6fbd,
"Aschraf El Mahdioui",295764,reep,,reep_p2e2e292b,,788348,8d3ba4b0,
"Asger Sørensen",260846,reep,,reep_p02ea35e2,,280729,6d445ffc,
"Ashley Barnes",63200,reep,,reep_p33822584,107280,27028,2691c772,4422
"Ashley Charles",649053,reep,,reep_pfadfdf27,,977721,,
"Ashley Fletcher",289846,reep,,reep_pcb645d7e,,353224,eeb6551f,1675
"Ashley Phillips",859951,reep,,reep_p6b24dca5,,1134744,,12031
"Ashley Westwood",91317,reep,,reep_p146bc47f,,49647,495945ef,669
"Ashley Young",14086,reep,,reep_p8f83a2d7,,10589,be927d03,631
"Ashqar Ahmed",1175955,fuzzy,100,,,,,
"Ashton Sizer",1354016,manual,,,,,,
"Ashton Swales",1492271,manual,,,,,,
"Asier Hierro",1056970,reep,,reep_pc177a405,1637566,1550822,,
"Asier Osambela",1038512,reep,,reep_p500a75a5,1431121,,,
"Aske Adelgaard",656132,reep,,reep_p45dd4168,1391319,1133233,,
"Asmir Begovic",33873,reep,,reep_pb00e9479,,13918,7b4de647,694
"Assad Al Hamlawi",518451,reep,,reep_p3161a019,,1014575,,
"Assan Ouédraogo",897424,reep,,reep_p4f0260fd,,1418623,,
"Assane Diao",1061282,reep,,reep_p93dedfa2,1434889,1493689,,
"Assane Dioussé",287635,reep,,reep_p369519bc,612212,782240,7f622eef,
"Aster Vranckx",503881,reep,,reep_p428068ed,1067754,989371,f86cd5df,
"Atakan Karazor",232320,reep,,reep_p27e432c9,,801030,,
"Atdhe Mazari",723701,reep,,reep_p3cb7e8d5,,1397549,,
"August De Wannemacker",1184726,reep,,reep_p7a3a899b,,1931420,,
"August Mikkelsen",600732,reep,,reep_p496b5c43,,943193,8f2fd783,
"August Priske",664808,reep,,reep_pe45e67c5,,1157614,,
"Augusto Batalla",275218,reep,,reep_p20b530f5,621415,358910,fc627681,
"Augustus Kargbo",549791,reep,,reep_p370ede0a,,917327,0c8f27b5,
"Aune Heggebø",587222,reep,,reep_pe9f7e43a,,932642,70d2c6e7,
"Aurelien Gurnier",927107,fuzzy,90,,,,,
"Aurèle Amenda",635645,reep,,reep_p7d0f1ee4,1257648,999276,,
"Aurélien Tchouaméni",413112,reep,,reep_p7fc85d7e,,859025,4f255115,
"Aurélio Buta",258039,reep,,reep_p263838bc,,357752,b4705807,
"Auston Trusty",389253,reep,,reep_p6828be15,,,cddf767b,11732
"Avishay Cohen",323451,reep,,reep_p0bf901fd,,552982,,
"Awad Al Nashri",901163,reep,,reep_p2339c9f6,,1048371,57a52a08,
"Awad Aman",1180070,reep,,reep_p4492b85d,,1653551,,
"Awad Dahal",1211645,reep,,reep_p4c7d3d42,,,,
"Awn Al Saluli",509893,reep,,reep_p622fe612,,881830,ace2627f,
"Axel Camblan",924800,reep,,reep_p4ff62409,,1135605,,
"Axel Disasi",386047,reep,,reep_pe9276435,696646,827243,ad82197c,6885
"Axel Henriksson",754634,reep,,reep_pd225539e,,1109969,,
"Axel Kayombo",922788,reep,,reep_p59b3ca45,,1513332,,
"Axel Lassus",704773,fuzzy,85.5,,,,,
"Axel Tape",1077670,reep,,reep_p270b8535,,1937795,75cde619,
"Axel Tuanzebe",342046,reep,,reep_pa7ce8d4d,690149,817979,2baec6ce,934
"Axel Witsel",35047,reep,,reep_p131973de,,35612,5dfc6ad5,
"Ayase Ueda",589128,reep,,reep_p193f816c,942393,985823,c0295327,
"Ayden Heaven",1078163,reep,,reep_p276510b9,1559639,1445799,,13080
"Ayman Benarous",742494,reep,,reep_p763749e9,,,,
"Ayman El Ghobashy",735815,fuzzy,85.5,,,,,
"Ayman Fallatah",1188906,reep,,reep_p8b33da46,,,,
"Aymen Sliti",775257,reep,,reep_pd25c0c93,1553362,1479467,,
"Aymeric Laporte",176553,reep,,reep_p338611a6,411617,,119b9a8e,2498
"Aynsley Pears",354456,reep,,reep_pcca474c3,,903166,dfa084b2,
"Ayoub El Kaabi",521127,reep,,reep_p3d0714b2,,,b1bfd1d4,
"Ayoub Jabbari",794116,reep,,reep_pa5c2a431,,1047988,062c4d41,
"Ayoub Lajhar",1517596,manual,,,,,,
"Ayoub Ouarghi",1075392,reep,,reep_pa7b3e806,,1546216,,
"Ayoub Oufkir",1078350,reep,,reep_p0b4fae0f,1656600,1648756,,
"Ayoube Amaimouni-Echghouyab",799993,reep,,reep_p39f633e3,1680173,1898148,,
"Ayoze Pérez",246968,reep,,reep_p5474c964,479020,,819aa8e7,770
"Ayumu Seko",405389,reep,,reep_paf4faf3d,857120,873221,5c6a4059,
"Ayumu Yokoyama",835775,reep,,reep_p76fd774f,,1105106,4ad6aa04,
"Ayyoub Bouaddi",1097139,reep,,reep_pb0441931,,1564180,8006228f,
"Azamat Tuyakbayev",1271721,reep,,reep_pd2fc9b2f,,2237800,,
"Azeem Abdulai",859940,reep,,reep_p6d238f1a,,1102362,,
"Aziel Jackson",889193,reep,,reep_p623106de,,1119332,9862259f,
"Azor Matusiwa",315145,reep,,reep_pd4b2a033,,856495,a17a94d6,
"Azzedine Ounahi",593482,reep,,reep_p70d435b4,1073143,991421,83299cc0,
"Aïssa Mandi",80293,reep,,reep_p0e9f9653,,122810,fbd6378b,
"Baba Adeeko",746338,reep,,reep_p8a0ac04e,,1492717,,
"Baba Alhassan",626899,reep,,reep_p8484698b,,1085422,5cc82ba9,
"Baboucarr Gaye",292154,reep,,reep_p2c1b6e74,,807349,424fb6e1,
"Badavi Hüseynov",198648,reep,,reep_p56d3db50,,149045,4f5a953e,
"Bader Munshi",901095,reep,,reep_pf7d733e0,,1102071,,
"Badredine Bouanani",707242,reep,,reep_p2d40f11f,1388070,1153265,0400dd2f,
"Bae Jun-Ho",912081,reep,,reep_pe256567f,,1185869,,
"Bafodé Diakité",463605,reep,,reep_p8ace74cf,979752,962408,1bfb6fef,7268
"Bahlul Mustafazada",285111,reep,,reep_pf24654af,,865434,808035bd,
"Bahmed Deuff",1176215,reep,,reep_p45068d7a,1783428,1562126,,
"Bailey Cadamarteri",871170,reep,,reep_pf4018c8b,,1423747,,
"Bailey Hobson",410436,fuzzy,85.5,,,,,
"Bailey Peacock-Farrell",410436,reep,,reep_pa0344aee,,826259,4879f8cb,8482
"Bailey Rice",924849,reep,,reep_p34c86f21,,1939386,,
"Baily Cargill",293450,reep,,reep_p189f641a,,,6dbe8f69,976
"Bakery Jatta",415194,reep,,reep_p981954d9,763998,842526,34c313d5,
"Bali Mumba",433186,reep,,reep_p92ca48e1,,933320,2d760d7b,9747
"Balázs Tóth",400044,reep,,reep_p873a252f,,851309,e6eb693d,
"Bamba Dieng",822458,reep,,reep_p9767d852,1230848,1102503,40774c6b,
"Bambo Diaby",435493,reep,,reep_p0d2976f7,,849731,7fd1abc5,
"Bamidele Yusuf",744063,reep,,reep_pc4fea41d,,1020116,,
"Bamo Meïté",807165,reep,,reep_p550fac60,1287489,1131541,04ac78d2,
"Bandar Nasser",451125,reep,,reep_paa6bf2a2,,,394bb33c,
"Bandiougou Fadiga",590914,reep,,reep_pe99cc6f5,1184013,954059,45bb4303,
"Bané Diatta",1382453,manual,,,,,,
"Baptiste Santamaría",285323,reep,,reep_pc88d8f66,478105,344751,5e22e2a4,
"Bara Sapoko Ndiaye",1497653,reep,,reep_p06537993,1798782,2427970,,
"Baris Alper Yilmaz",541537,fuzzy,88.8889,,,,,
"Barnaby Williams",341710,fuzzy,90,,,,,
"Barnabás Nagy",570511,reep,,reep_p77c68abf,,928624,,
"Barnabás Varga",328573,reep,,reep_p47bbb2c5,,852434,078a52fe,
"Barry Bannan",61561,reep,,reep_paf16f6da,,45682,9469fb13,
"Barry Cotter",490854,reep,,reep_pbfc073bc,,924419,a603e11a,
"Bart Nieuwkoop",257987,reep,,reep_p7ccafee0,680011,797279,f40dd3c7,
"Bart Schenkeveld",124895,reep,,reep_p59d1b03d,,99150,e1ceafce,
"Bradley Ibrahim",871837,fuzzy,100,,,,,
"Bart Verbruggen",565093,reep,,reep_p75306a29,1131987,994363,cf134113,11711
"Bartlomiej Baranski",959917,manual,,,,,,
"Bartlomiej Dragowski",208166,manual,,,,,,
"Bartlomiej Krasiewicz",1046873,manual,,,,,,
"Bartlomiej Wdowik",589013,reep,,reep_p0328da47,,936874,1ada9b95,
"Bartosz Kapustka",246579,reep,,reep_pcf8a3672,,309648,7364c4d1,1786
"Bartosz Mazurek",1118873,reep,,reep_p658ef2a2,,,,
"Bartosz Mrozek",345452,reep,,reep_p50fe9763,,886909,d5ba587d,
"Bashir Humphreys",612517,reep,,reep_p7a2485f5,1238058,996910,,11243
"Basil Al Sayyali",901250,reep,,reep_pb92673cb,,,,
"Basil Tuma",937480,reep,,reep_pe4822ab2,,1171879,,
"Bassam Al Hurayji",901076,reep,,reep_p1cc48be5,,1085357,981e66be,
"Bastian Assomo",1379284,manual,,,,,,
"Batista Mendy",395234,reep,,reep_p44e2bc79,1078729,859021,e472a6f6,
"Bayley McCann",718619,fuzzy,100,,,,,
"Bazoumana Touré",1067904,reep,,reep_paa7b472e,1624586,1568123,,
"Beau Leroux",1245678,reep,,reep_pf263a5a9,,1836013,6a9ab308,
"Beck-Ray Enoru",1171119,fuzzy,100,,,,,
"Believe Munongo",1297673,reep,,reep_p0db2f245,1839135,2076689,3b3ce142,
"Belmin Beganovic",693092,reep,,reep_pd40bbb91,,1212322,,
"Bema Sina",1183198,manual,,,,,,
"Ben Amos",73472,reep,,reep_pda5130e7,,42688,f6799cd2,
"Ben Bender",972143,reep,,reep_p7bb08ff2,,982691,bc307884,
"Ben Purrington",270988,reep,,reep_pff2e4a12,,340291,5250895c,
"Ben Radcliffe",871236,reep,,reep_pf4ae129f,,,,
"Ben Sheaf",314384,reep,,reep_p282e3432,,789229,7b4a62af,
"Ben Stevenson",375044,reep,,reep_pa02392d8,,816806,b26b1474,
"Ben Thompson",337062,reep,,reep_p79975234,,794394,ed8c9785,
"Ben Waine",539502,reep,,reep_pc57ffbb3,,944481,1510013c,
"Ben White",335721,reep,,reep_pc555eab1,776151,,35e413f1,7298
"Ben Whitfield",402089,reep,,reep_pebe21cb9,,823003,219a9cc0,
"Ben Wiles",542471,reep,,reep_pd2347c21,,891579,6be47912,
"Ben Wilmot",467599,reep,,reep_peb4c35f2,,862796,2876eaa3,7216
"Ben Winterbottom",505046,reep,,reep_pa5ae8d06,,,,
"Ben Winterburn",854721,reep,,reep_p4c62d9db,,,,
"Ben Woodburn",344015,reep,,reep_p07f53c4b,,843270,8aadeaef,5557
"Ben Woods",733424,reep,,reep_pfe4529fa,,1068583,,
"Thibaut Courtois",108390,reep,,reep_p3595b098,170323,70988,1840e36d,680
"Bence Dárdai",789252,reep,,reep_pc463854b,1482729,1418624,dcb6f03c,
"Bence Ötvös",443831,reep,,reep_p4e746414,,852564,b1c75d84,
"Bendegúz Bolla",439351,reep,,reep_p65da7454,,921140,b6ca3ab3,
"Bendegúz Kovács",1129402,manual,,,,,,
"Bendito Mantato",1085591,reep,,reep_pecf9d59d,,,,14266
"Benedict Hollerbach",453870,reep,,reep_pa76f682a,1185568,975800,,
"Benedikt Gimber",227084,reep,,reep_p88122213,667788,798936,,
"Benja Domínguez",961022,reep,,reep_p2f086567,1316088,1162611,,
"Benjamin André",84301,reep,,reep_pe654a297,148830,51665,ef9c1c95,
"Benjamin Arthur",1144158,reep,,reep_pdfe70e2c,,1500529,,12533
"Benjamin Henrichs",202591,reep,,reep_p58ce045f,,319857,0a89e877,
"Benjamin Nygren",475949,reep,,reep_p283dc072,,918517,d6ebf67f,
"Benjamin Pavard",353366,reep,,reep_p372c15b7,611223,,45a03961,
"Benjamin Sesko",627442,reep,,reep_pa1692e65,1073977,986397,3260690c,11974
"Benjamin Stambouli",127160,reep,,reep_pb2fd73d2,192920,105951,5939baa2,
"Benjamin Whiteman",347389,reep,,reep_pc4357bc2,,,7b69e7cc,
"Benjamín Cremaschi",999127,reep,,reep_pe43b91db,1354177,1459459,03a446a2,
"Benjamín Kuscevic",340840,reep,,reep_pe2011c39,,590324,9edddc34,
"Benji Kikanovic",736752,reep,,reep_p58982926,,1019782,fe11d61b,
"Benjámin Gólik",1312046,fuzzy,90,,,,,
"Benn Ward",859944,reep,,reep_p2d728d3c,,,,
"Benno Kaltefleiter",1279157,reep,,reep_pb259461e,,,,
"Benony Andrésson",907211,fuzzy,95,,,,,
"Benoît Badiashile",463603,reep,,reep_p2716f133,955376,904827,06df8256,7240
Bento,691906,reep,,reep_pb013c032,,1016104,,
Beraldo,872171,fuzzy,90,,,,,
"Berat Djimsiti",165513,reep,,reep_pfeacff91,,151003,6eee05f1,
"Théo De Percin",695422,reep,,reep_p711ecc96,1218841,1095836,afbb55d2,
"Berkan Kutlu",469787,reep,,reep_p574124d1,,992912,794364d7,
"Berke Özer",361256,reep,,reep_pc2fd3d0f,815912,847494,0743d0ec,
"Bernard Kamungo",876809,reep,,reep_pda8be07f,,1118141,186acc62,
"Bernard Nguene",1314671,reep,,reep_p53e0d52f,,2017474,,
"Bernard Tekpetey",422380,reep,,reep_pc1c918cd,,831399,7bf8ad6c,
Bernardo,994029,reep,,reep_p2aaa81ca,,,,
"Bernardo Conde",175169,fuzzy,90,,,,,
"Bernardo Lopes",344827,reep,,reep_p95786260,,604174,,
"Bernardo Rhein",1272232,fuzzy,100,,,,,
"Bernardo Silva",241641,reep,,reep_pb61a9ef7,488139,331209,3eb22ec9,3635
"Bernardo Vital",690273,reep,,reep_p6ae56ef1,,1065442,,
"Bernd Leno",72476,reep,,reep_p12a97602,215168,103335,2628fd2b,181
"Bertrand Traoré",131996,reep,,reep_p80021eae,303059,218160,c47541e0,695
"Bertug Yildirim",672803,manual,,,,,,
"Besard Sabovic",322077,reep,,reep_pc5661705,,810536,6fde84aa,
"Besart Ibraimi",66472,reep,,reep_p670b94de,,54979,b2b6f061,
"Besnik Krasniqi",285559,reep,,reep_pd4190b3b,,1030954,,
Beto,58385,reep,,reep_pfd3a74d8,,,,
"Beyatt Lekoueiry",970137,reep,,reep_pc8c31c03,,1169719,,
"Beñat Prados",625047,reep,,reep_p938ce393,1229176,1012409,1f60244a,
"Beñat Turrientes",634431,reep,,reep_pd8601848,1210647,980410,068f4dec,
Biel,867139,reep,,reep_p1fd00d15,,1383112,,
"Bilal Boutobba",344151,reep,,reep_p9831c203,,769163,e8a65bc8,
"Bilal El Khannouss",654982,reep,,reep_p3503aa4d,,1126569,f7042636,13020
"Bilal Konteh",1162316,reep,,reep_pe40ab951,,,,
"Bilal Nadir",659520,reep,,reep_p119e6db4,1283407,1129527,226673c2,
"Billal Brahimi",543051,reep,,reep_p88932d77,,948250,,
Otávio,231289,reep,,reep_paeb9fd1d,,244801,,
"Oumar Ngom",980575,reep,,reep_pb99668b7,1332538,1175854,2fd5aca2,
"Oumar Pona",1073176,reep,,reep_p5b95590b,,,,
"Oumar Solet",463665,reep,,reep_pf273185e,866708,892979,0670ee51,
"Ousmane Camara",402134,reep,,reep_p12600aab,,822559,ad5d40bc,
"Ousmane Dembélé",288230,reep,,reep_p612907fc,,818244,b19db005,
"Ousmane Diakité",402007,reep,,reep_p0326db31,,873627,b9334454,
"Ousmane Diao",1099668,reep,,reep_p42f31f10,,1465159,90a55977,
"Ousmane Diomande",974982,reep,,reep_pc2c4cf3e,,1394342,,
"Ousmane Touré",990732,reep,,reep_p10aea22a,1526224,1513466,2a0f917e,
"Billy Blacker",967318,reep,,reep_pe625ba3d,,1515860,,12450
"Billy Bodin",130229,reep,,reep_pe4a1e6a2,,95707,49eb2779,
"Billy Gilmour",423744,reep,,reep_p09cc79a9,942549,907668,df10e27c,7988
"Billy Kirkman",928577,fuzzy,100,,,,,
"Billy Mitchell",671821,reep,,reep_p8c876076,,,,
"Billy Sharp",49542,reep,,reep_p73efcc8d,,20514,e8c9f4e9,7712
"Billy Waters",246183,reep,,reep_pfb45443b,,279419,19dc8fb7,
"Billy van Duijl",1008564,reep,,reep_p0a246726,1362137,1213381,,
"Bingourou Kamara",333175,reep,,reep_p27f7ca17,564571,583312,3814120d,
"Birger Meling",282250,reep,,reep_p252435a7,,606530,70c52749,
"Bjorn Meijer",594227,reep,,reep_p41a25320,,1047509,,
"Björn Menzo",1182916,manual,,,,,,
"Blaz Kramer",322288,reep,,reep_p9b601da1,,804405,32523fce,
"Blerim Krasniqi",268868,reep,,reep_p21dc3800,,326791,,
"Blerton Sheji",699165,reep,,reep_pfe06367a,,1065117,,
"Bob Armah",1147796,fuzzy,95,,,,,
"Bobby Clark",142701,reep,,reep_pbf5117a5,,,e381f2ae,
"Bobby De Cordova-Reid",186186,reep,,reep_pd1e94d61,,151499,0f7533cd,6827
"Bobby Faulkner",876779,reep,,reep_pb705e9b0,,1161941,,
"Bobby Kamwa",559797,reep,,reep_p69ede8b8,,1020687,7d8090a8,
